id_empresa,nome_fantasia,regiao_administrativa_df,setor,porte,genero_proprietario,idade_proprietario,area_desafio_mapeado,solucao_proposta,data_entrada_programa,data_fim_ciclo,pessoas_ocupadas_inicial,faturamento_bruto_mensal_inicial,custos_variaveis_mensal_inicial,produtividade_inicial,pessoas_ocupadas_final,faturamento_bruto_mensal_final,custos_variaveis_mensal_final,produtividade_final,percentual_implementacao_solucao,nps_atendimento
124,Clínica das Águas Claras,Vicente Pires,Serviço,ME,Masculino,35,Operações,Implementação de controle de estoque,2025-07-13,2026-01-11,3,22387.41,7462.29,4975.04,3,26288.95,7859.74,6143.07,72.9,10
125,Armarinhos Cristal,Plano Piloto,Comércio,ME,Feminino,25,Comercial,Criação de script de atendimento comercial,2024-07-30,2025-01-28,4,9319.05,6779.81,634.81,5,12055.52,8295.06,752.09,76.3,9
126,Estúdio do Cerrado,Núcleo Bandeirante,Serviço,ME,Masculino,65,Comercial,Plano de expansão de canais de venda,2024-11-19,2025-05-20,1,15156.35,3828.55,11327.8,1,16914.08,4267.49,12646.6,50.2,7
127,Loja Meridiano,Núcleo Bandeirante,Comércio,ME,Feminino,55,Pessoas,Capacitação em liderança para o(a) proprietário(a),2024-10-01,2025-04-01,5,8140.34,4607.51,706.57,5,9989.23,5147.54,968.34,83.8,10
128,Armarinhos Sol Nascente,Taguatinga,Comércio,ME,Masculino,31,Finanças,Separação financeira entre pessoa física e jurídica,2024-06-01,2024-11-30,8,4323.04,2659.03,208.0,8,3353.32,2230.23,140.39,11.4,5
129,Espaço Brasília,Guará,Serviço,ME,Feminino,38,Operações,Padronização de processos operacionais,2024-08-10,2025-02-08,4,5309.51,1505.49,951.0,4,4524.01,1408.31,778.93,31.5,5
130,Studio Cristal,Recanto das Emas,Serviço,EPP,Masculino,36,Finanças,Separação financeira entre pessoa física e jurídica,2025-09-12,2026-03-13,13,106788.35,35384.33,5492.62,12,91291.82,33043.09,4854.06,29.6,4
131,Armarinhos Ipê Amarelo,Guará,Comércio,ME,Feminino,50,Marketing,Criação de plano de marketing digital,2025-11-17,2026-05-18,4,4090.88,2837.1,313.44,4,4772.71,3239.09,383.41,59.9,5
132,Empório Cristal,Ceilândia,Comércio,EPP,Feminino,40,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2024-09-07,2025-03-08,23,38195.18,28596.1,417.35,22,30013.13,23357.23,302.54,30.3,4
133,Consultoria Buriti,Taguatinga,Serviço,ME,Feminino,52,Comercial,Treinamento de técnicas de vendas para a equipe,2025-09-12,2026-03-13,6,9116.75,2647.64,1078.19,7,11634.94,2914.73,1245.75,76.6,9
134,Mercadinho do Cerrado,Ceilândia,Comércio,ME,Masculino,26,Finanças,Capacitação em gestão de capital de giro,2024-11-02,2025-05-03,3,16672.74,10056.91,2205.28,3,17334.44,10461.25,2291.06,49.8,5
135,Escritório Bandeirante,Recanto das Emas,Serviço,ME,Masculino,30,Operações,Mapeamento e otimização de processos internos,2024-08-25,2025-02-23,3,8811.42,3557.59,1751.28,3,7294.77,3136.74,1386.01,32.5,3
136,Clínica Sol Nascente,Núcleo Bandeirante,Serviço,ME,Masculino,53,Comercial,Criação de script de atendimento comercial,2024-10-22,2025-04-22,7,6651.03,2024.64,660.91,7,5507.98,1906.37,514.52,22.2,4
137,Loja Ipê Amarelo,Guará,Comércio,ME,Masculino,37,Comercial,Criação de script de atendimento comercial,2025-12-13,2026-06-13,2,4981.13,3440.72,770.21,2,5338.11,3662.47,837.82,53.1,6
138,Espaço Alvorada,Guará,Serviço,ME,Masculino,53,Comercial,Criação de script de atendimento comercial,2024-12-26,2025-06-26,9,9901.73,3630.94,696.75,9,11393.14,3694.2,855.44,78.3,9
139,Loja JK,Núcleo Bandeirante,Comércio,ME,Feminino,23,Comercial,Criação de script de atendimento comercial,2025-08-26,2026-02-24,3,3805.94,2744.0,353.98,4,5141.69,3355.36,446.58,95.6,10
140,Consultoria Brasília,Guará,Serviço,ME,Masculino,29,Marketing,Consultoria em posicionamento de marca,2025-03-24,2025-09-22,8,4051.07,1039.78,376.41,8,5641.22,1024.83,577.05,100.0,10
141,Ótica do Planalto,Ceilândia,Comércio,ME,Masculino,24,Finanças,Implementação de fluxo de caixa semanal,2025-02-21,2025-08-22,1,13729.4,10241.44,3487.96,1,15019.38,10931.09,4088.28,62.1,8
142,Clínica do Planalto,São Sebastião,Serviço,ME,Masculino,34,Comercial,Consultoria em negociação com fornecedores e clientes,2025-10-09,2026-04-09,3,6772.03,2998.99,1257.68,3,7140.94,3180.57,1320.12,48.3,5
143,Salão Meridiano,Plano Piloto,Serviço,EPP,Masculino,19,Pessoas,Definição de rotinas e organograma da equipe,2026-01-26,2026-07-27,25,90791.95,23104.51,2707.5,25,72349.35,21254.61,2043.79,23.8,3
144,Clínica Buriti,Ceilândia,Serviço,ME,Masculino,44,Finanças,Plano de redução e renegociação de custos fixos,2025-07-02,2025-12-31,5,6692.38,2341.68,870.14,5,6381.21,2200.25,836.19,53.4,6
145,Academia Buriti,Planaltina,Serviço,EPP,Masculino,35,Comercial,Treinamento de técnicas de vendas para a equipe,2025-11-01,2026-05-02,13,34961.69,11547.33,1801.1,13,26438.63,10054.22,1260.34,16.0,5
146,Mercearia JK,Vicente Pires,Comércio,EPP,Masculino,36,Marketing,Criação de plano de marketing digital,2024-08-29,2025-02-27,19,30001.0,18025.58,630.29,19,28182.52,17469.85,563.82,37.3,6
147,Estúdio das Águas Claras,Samambaia,Serviço,EPP,Feminino,35,Pessoas,"Plano de cargos, salários e retenção de talentos",2025-12-02,2026-06-02,45,39761.92,17716.53,489.9,45,36830.72,17471.21,430.21,30.8,4
148,Academia Talento DF,Planaltina,Serviço,EPP,Masculino,20,Marketing,Estruturação de presença em redes sociais,2024-09-21,2025-03-22,46,94955.42,27054.71,1476.1,46,98640.34,26343.88,1571.66,61.9,7
149,Studio do Cerrado,Taguatinga,Serviço,ME,Masculino,54,Operações,Consultoria em gestão da qualidade,2024-09-25,2025-03-26,4,7228.29,2188.08,1260.05,4,8845.1,2153.44,1672.92,89.5,9
150,Clínica Meridiano,Ceilândia,Serviço,ME,Masculino,22,Finanças,Capacitação em gestão de capital de giro,2025-10-30,2026-04-30,2,12366.17,3111.88,4627.14,2,12372.45,3185.84,4593.31,46.1,7
151,Boutique Lago Sul,Ceilândia,Comércio,ME,Masculino,51,Comercial,Criação de script de atendimento comercial,2025-03-22,2025-09-20,3,8835.19,5884.63,983.52,3,8896.16,6025.32,956.95,42.5,7
152,Assessoria do Planalto,Santa Maria,Serviço,EPP,Feminino,18,Pessoas,Definição de rotinas e organograma da equipe,2024-10-31,2025-05-01,48,59598.19,25159.96,717.46,47,45989.34,21714.31,516.49,14.5,4
153,Laticínios Candango,São Sebastião,Indústria,ME,Feminino,40,Pessoas,Estruturação de processo seletivo e onboarding,2024-06-17,2024-12-16,18,5122.24,2942.13,121.12,18,3550.42,2200.14,75.02,19.8,4
154,Assessoria Lago Sul,Taguatinga,Serviço,ME,Feminino,62,Marketing,Plano de captação de clientes via marketing local,2024-10-12,2025-04-12,8,5234.05,1990.62,405.43,8,5659.62,2205.11,431.81,43.8,6
155,Loja do Planalto,Samambaia,Comércio,EPP,Masculino,39,Comercial,Treinamento de técnicas de vendas para a equipe,2025-10-16,2026-04-16,44,44705.46,25180.98,443.74,44,48737.62,26479.83,505.86,63.3,6
156,Oficina Bandeirante,Taguatinga,Serviço,ME,Feminino,37,Comercial,Plano de expansão de canais de venda,2024-06-03,2024-12-02,7,7116.21,2796.4,617.12,8,10114.67,3217.59,862.13,99.9,10
157,Salão Talento DF,Ceilândia,Serviço,ME,Masculino,47,Finanças,Consultoria em precificação e formação de preço de venda,2025-12-14,2026-06-14,6,9590.5,3182.14,1068.06,6,10275.04,3174.99,1183.34,65.2,7
158,Armarinhos Buriti,Gama,Comércio,ME,Masculino,34,Pessoas,Capacitação em liderança para o(a) proprietário(a),2025-09-16,2026-03-17,7,7831.36,5049.21,397.45,7,9359.98,5921.05,491.28,58.1,7
159,Marcenaria Alvorada,Guará,Indústria,ME,Masculino,50,Operações,Implementação de controle de estoque,2024-10-03,2025-04-03,13,7424.22,4209.56,247.28,13,7083.18,4159.62,224.89,36.5,6
160,Mercearia Alvorada,Recanto das Emas,Comércio,ME,Feminino,63,Comercial,Criação de script de atendimento comercial,2025-08-25,2026-02-23,4,8225.27,6128.43,524.21,4,7604.92,5776.87,457.01,40.3,6
161,Salão Sol Nascente,Plano Piloto,Serviço,EPP,Masculino,56,Finanças,Capacitação em gestão de capital de giro,2025-04-13,2025-10-12,35,61859.0,24721.12,1061.08,35,46699.11,20252.78,755.61,27.3,6
162,Academia Lago Sul,Gama,Serviço,ME,Feminino,42,Comercial,Consultoria em negociação com fornecedores e clientes,2024-12-30,2025-06-30,3,7828.0,3027.76,1600.08,2,6867.67,2970.51,1948.58,19.5,4
163,Mercadinho Candango,Ceilândia,Comércio,ME,Masculino,29,Finanças,Consultoria em precificação e formação de preço de venda,2025-04-05,2025-10-04,6,5008.88,3187.54,303.56,7,7410.17,4159.91,464.32,100.0,10
164,Assessoria Meridiano,Taguatinga,Serviço,ME,Feminino,48,Operações,Implementação de controle de estoque,2024-06-05,2024-12-04,4,15543.96,3993.09,2887.72,4,14455.51,4147.14,2577.09,30.0,5
165,Distribuidora Cristal,Vicente Pires,Comércio,ME,Feminino,41,Marketing,Desenvolvimento de identidade visual e branding,2025-11-20,2026-05-21,5,5989.78,3939.7,410.02,5,7677.2,4632.71,608.9,86.2,7
166,Academia Meridiano,Santa Maria,Serviço,ME,Feminino,26,Finanças,Plano de redução e renegociação de custos fixos,2025-09-23,2026-03-24,2,8644.94,3303.89,2670.52,1,7599.02,3076.28,4522.73,34.9,5
167,Espaço do Planalto,Vicente Pires,Serviço,EPP,Masculino,30,Marketing,Criação de plano de marketing digital,2024-09-18,2025-03-19,48,60743.76,23740.97,770.89,49,72104.8,25780.2,945.4,72.2,8
168,Mercearia Talento DF,Vicente Pires,Comércio,EPP,Feminino,33,Pessoas,Definição de rotinas e organograma da equipe,2024-07-31,2025-01-29,39,84469.35,56727.61,711.33,39,116363.07,72945.24,1113.28,79.8,9
169,Empório Lago Sul,Recanto das Emas,Comércio,ME,Masculino,39,Finanças,Capacitação em gestão de capital de giro,2025-02-14,2025-08-15,1,2323.89,1417.74,906.14,1,2067.32,1304.94,762.38,35.9,6
170,Studio Brasília,Vicente Pires,Serviço,ME,Masculino,25,Comercial,Consultoria em negociação com fornecedores e clientes,2025-03-08,2025-09-06,5,7031.06,2068.58,992.5,5,7472.08,1959.6,1102.5,71.3,8
171,Studio Ipê Amarelo,Águas Claras,Serviço,ME,Masculino,19,Comercial,Criação de script de atendimento comercial,2025-09-15,2026-03-16,5,4135.83,1108.48,605.47,4,3550.75,1042.74,627.0,32.9,5
172,Empório Alvorada,Ceilândia,Comércio,ME,Feminino,18,Finanças,Consultoria em precificação e formação de preço de venda,2025-10-26,2026-04-26,8,4446.11,3070.33,171.97,8,4916.44,3271.23,205.65,66.8,7
173,Escritório JK,Ceilândia,Serviço,ME,Feminino,65,Marketing,Estruturação de presença em redes sociais,2024-07-09,2025-01-07,7,30000.0,13324.72,2382.18,7,32041.2,14370.71,2524.36,47.1,6
174,Escritório Brasília,Ceilândia,Serviço,ME,Masculino,20,Marketing,Plano de captação de clientes via marketing local,2024-10-28,2025-04-28,8,9292.03,3298.71,749.16,7,6515.57,2577.92,562.52,22.9,6
175,Academia das Águas Claras,Ceilândia,Serviço,ME,Feminino,18,Finanças,Separação financeira entre pessoa física e jurídica,2025-05-24,2025-11-22,5,16694.09,6421.16,2054.59,4,12070.04,5227.37,1710.67,17.7,4
176,Ótica Lago Sul,Plano Piloto,Comércio,EPP,Masculino,41,Finanças,Implementação de fluxo de caixa semanal,2025-01-18,2025-07-19,16,30001.0,20656.3,584.04,16,32052.05,21856.95,637.19,54.4,8
177,Loja das Águas Claras,Guará,Comércio,ME,Feminino,26,Operações,Consultoria em gestão da qualidade,2026-01-26,2026-07-27,7,13364.79,7782.16,797.52,8,18087.04,9783.07,1038.0,77.6,10
178,Academia Candango,Sobradinho,Serviço,EPP,Masculino,61,Comercial,Treinamento de técnicas de vendas para a equipe,2025-07-09,2026-01-07,18,56715.66,16354.55,2242.28,19,72058.32,17309.15,2881.54,82.1,7
179,Oficina do Planalto,Gama,Serviço,ME,Feminino,74,Marketing,Consultoria em posicionamento de marca,2024-12-14,2025-06-14,6,14431.12,4208.63,1703.75,6,15975.24,4740.42,1872.47,46.6,5
180,Clínica Ipê Amarelo,Taguatinga,Serviço,EPP,Masculino,35,Marketing,Desenvolvimento de identidade visual e branding,2025-07-16,2026-01-14,26,64244.56,28047.14,1392.21,26,77716.44,30990.85,1797.14,75.2,7
181,Estúdio JK,Santa Maria,Serviço,ME,Feminino,37,Operações,Implementação de controle de estoque,2025-02-18,2025-08-19,4,7099.32,1796.95,1325.59,5,9567.37,1760.07,1561.46,96.1,10
182,Salão Brasília,Plano Piloto,Serviço,ME,Masculino,38,Operações,Mapeamento e otimização de processos internos,2025-03-10,2025-09-08,2,20973.98,7513.59,6730.2,2,24666.62,8311.02,8177.8,64.2,8
183,Espaço do Cerrado,Ceilândia,Serviço,EPP,Feminino,21,Operações,Mapeamento e otimização de processos internos,2025-08-11,2026-02-09,42,30001.0,9763.39,481.85,42,26087.44,8712.83,413.68,44.3,4
184,Armarinhos Alvorada,Samambaia,Comércio,EPP,Masculino,27,Marketing,Consultoria em posicionamento de marca,2025-02-20,2025-08-21,37,30001.0,20456.78,257.95,37,34375.82,21805.27,339.74,81.7,10
185,Salão JK,Plano Piloto,Serviço,ME,Masculino,34,Comercial,Criação de script de atendimento comercial,2025-07-30,2026-01-28,4,13295.88,3910.3,2346.39,5,16454.66,4313.56,2428.22,71.3,6
186,Escritório das Águas Claras,Samambaia,Serviço,ME,Feminino,25,Comercial,Consultoria em negociação com fornecedores e clientes,2025-02-11,2025-08-12,7,8200.89,3626.71,653.45,7,11083.73,4236.58,978.16,90.0,9
187,Consultoria do Planalto,Sobradinho,Serviço,ME,Feminino,44,Comercial,Consultoria em negociação com fornecedores e clientes,2025-05-29,2025-11-27,9,9369.08,2962.91,711.8,9,9723.63,3217.97,722.85,40.2,7
188,Distribuidora Candango,Santa Maria,Comércio,ME,Feminino,30,Comercial,Treinamento de técnicas de vendas para a equipe,2025-03-24,2025-09-22,7,7369.88,5418.23,278.81,7,4790.43,3761.37,147.01,6.2,7
189,Boutique Bandeirante,Guará,Comércio,ME,Feminino,25,Finanças,Consultoria em precificação e formação de preço de venda,2025-05-17,2025-11-15,9,8254.72,5512.83,304.65,9,8250.81,5596.86,294.88,43.0,5
190,Estúdio Candango,Taguatinga,Serviço,EPP,Feminino,36,Comercial,Consultoria em negociação com fornecedores e clientes,2024-12-29,2025-06-29,28,49094.89,16343.31,1169.7,28,59290.5,18874.67,1443.42,59.7,10
191,Ótica Alvorada,Sobradinho,Comércio,ME,Masculino,36,Comercial,Criação de script de atendimento comercial,2024-08-13,2025-02-11,4,7793.43,5430.28,590.79,5,10722.24,6742.43,795.96,95.3,10
192,Academia Bandeirante,Guará,Serviço,ME,Masculino,27,Finanças,Separação financeira entre pessoa física e jurídica,2024-11-04,2025-05-05,8,10057.93,3627.02,803.86,8,10206.17,3708.03,812.27,48.2,7
193,Consultoria das Águas Claras,Taguatinga,Serviço,ME,Feminino,20,Finanças,Separação financeira entre pessoa física e jurídica,2025-01-04,2025-07-05,6,22724.1,6310.86,2735.54,6,23090.53,6464.58,2770.99,48.5,8
194,Metalúrgica Cristal,Recanto das Emas,Indústria,ME,Masculino,31,Operações,Consultoria em gestão da qualidade,2024-12-10,2025-06-10,12,3881.85,2293.78,132.34,12,4557.69,2532.47,168.77,73.5,10
195,Clínica do Cerrado,Planaltina,Serviço,ME,Feminino,28,Marketing,Consultoria em posicionamento de marca,2025-02-13,2025-08-14,6,15876.73,5809.28,1677.91,5,13449.12,5225.64,1644.7,34.9,4
196,Salão do Planalto,Águas Claras,Serviço,ME,Masculino,52,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2025-03-19,2025-09-17,9,6414.11,2329.15,453.88,9,5934.61,2263.63,407.89,37.8,4
197,Studio do Planalto,Ceilândia,Serviço,ME,Feminino,60,Marketing,Plano de captação de clientes via marketing local,2024-11-01,2025-05-02,7,17136.99,6814.17,1474.69,7,22662.08,7311.45,2192.95,100.0,9
198,Assessoria das Águas Claras,Planaltina,Serviço,ME,Masculino,37,Operações,Padronização de processos operacionais,2025-01-20,2025-07-21,8,6549.41,2493.33,507.01,8,5794.98,2224.38,446.33,47.9,7
199,Papelaria Sol Nascente,Ceilândia,Comércio,EPP,Masculino,37,Operações,Implementação de controle de estoque,2024-11-20,2025-05-21,11,60281.96,37570.64,2064.67,11,70348.21,41617.9,2611.85,71.1,5
200,Assessoria Sol Nascente,Taguatinga,Serviço,ME,Feminino,48,Finanças,Implementação de fluxo de caixa semanal,2025-05-24,2025-11-22,7,10248.11,3214.81,1004.76,7,9948.36,3368.49,939.98,33.4,6
201,Consultoria Talento DF,Taguatinga,Serviço,EPP,Feminino,43,Pessoas,Definição de rotinas e organograma da equipe,2025-03-18,2025-09-16,22,60398.84,18129.54,1921.33,23,76095.06,20021.66,2437.97,74.7,7
202,Oficina das Águas Claras,Vicente Pires,Serviço,ME,Feminino,27,Finanças,Implementação de fluxo de caixa semanal,2025-06-20,2025-12-19,2,7272.75,2654.77,2308.99,2,9889.75,3035.95,3426.9,88.7,10
203,Consultoria Candango,Samambaia,Serviço,ME,Masculino,27,Marketing,Plano de captação de clientes via marketing local,2025-02-19,2025-08-20,3,2832.29,877.95,651.45,3,3237.34,953.97,761.12,60.2,6
204,Academia Ipê Amarelo,Plano Piloto,Serviço,ME,Masculino,44,Operações,Padronização de processos operacionais,2026-01-29,2026-07-30,8,22710.51,6224.58,2060.74,8,28545.35,6856.13,2711.15,72.6,7
205,Escritório Alvorada,Plano Piloto,Serviço,ME,Masculino,41,Comercial,Plano de expansão de canais de venda,2025-03-23,2025-09-21,8,4543.92,1847.28,337.08,7,3659.98,1595.53,294.92,30.4,4
206,Ótica das Águas Claras,Riacho Fundo,Comércio,ME,Masculino,26,Marketing,Consultoria em posicionamento de marca,2025-06-11,2025-12-10,3,8412.94,4979.0,1144.65,3,7666.21,4456.57,1069.88,57.0,7
207,Espaço Talento DF,Gama,Serviço,ME,Masculino,33,Comercial,Criação de script de atendimento comercial,2025-02-25,2025-08-26,2,4254.55,1203.93,1525.31,2,3918.54,1244.04,1337.25,27.0,5
208,Oficina Brasília,Vicente Pires,Serviço,ME,Masculino,26,Finanças,Separação financeira entre pessoa física e jurídica,2025-08-23,2026-02-21,4,3586.73,1505.71,520.25,3,2587.2,1199.43,462.59,20.8,5
209,Clínica Lago Sul,Samambaia,Serviço,ME,Masculino,26,Finanças,Separação financeira entre pessoa física e jurídica,2025-05-07,2025-11-05,3,7074.36,2762.01,1437.45,3,6154.21,2444.3,1236.64,45.5,6
210,Academia Cristal,Ceilândia,Serviço,ME,Masculino,39,Finanças,Consultoria em precificação e formação de preço de venda,2024-07-30,2025-01-28,5,5603.18,2259.38,668.76,5,5289.71,2109.18,636.11,53.0,6
211,Academia Alvorada,Gama,Serviço,ME,Feminino,41,Finanças,Implementação de fluxo de caixa semanal,2025-08-19,2026-02-17,8,3967.56,1269.91,337.21,9,5080.53,1574.31,389.58,56.8,8
212,Pet Shop Buriti,Plano Piloto,Comércio,ME,Masculino,36,Marketing,Criação de plano de marketing digital,2025-09-07,2026-03-08,3,7831.72,5274.56,852.39,2,6864.65,4808.6,1028.02,32.0,4
213,Studio Alvorada,Sobradinho,Serviço,ME,Feminino,32,Marketing,Plano de captação de clientes via marketing local,2025-02-01,2025-08-02,2,3288.06,1435.04,926.51,2,2975.1,1331.03,822.04,42.7,8
214,Boutique Ipê Amarelo,Riacho Fundo,Comércio,ME,Feminino,26,Comercial,Consultoria em negociação com fornecedores e clientes,2025-04-07,2025-10-06,1,8625.52,5231.72,3393.8,1,8155.89,4951.76,3204.13,49.6,6
215,Metalúrgica Alvorada,Planaltina,Indústria,ME,Masculino,52,Marketing,Criação de plano de marketing digital,2024-06-07,2024-12-06,14,7411.59,3437.44,283.87,14,6908.83,3327.59,255.8,38.1,6
216,Academia Cristal 2,Núcleo Bandeirante,Serviço,ME,Feminino,35,Finanças,Consultoria em precificação e formação de preço de venda,2025-11-11,2026-05-12,2,1806.15,513.26,646.44,3,2258.24,561.46,565.59,73.7,9
217,Estúdio Bandeirante,Gama,Serviço,ME,Feminino,21,Finanças,Plano de redução e renegociação de custos fixos,2025-09-18,2026-03-19,2,5844.94,2510.36,1667.29,2,6594.59,2730.44,1932.07,60.3,10
218,Estúdio Buriti,Samambaia,Serviço,ME,Feminino,31,Operações,Consultoria em gestão da qualidade,2026-01-14,2026-07-15,8,10596.12,3245.66,918.81,8,14006.66,3239.83,1345.85,100.0,10
219,Pet Shop Alvorada,Planaltina,Comércio,ME,Masculino,47,Pessoas,Definição de rotinas e organograma da equipe,2025-06-01,2025-11-30,1,4226.25,2739.67,1486.58,1,4534.23,2895.79,1638.44,56.4,6
220,Studio Bandeirante,Ceilândia,Serviço,EPP,Masculino,51,Comercial,Plano de expansão de canais de venda,2024-10-19,2025-04-19,36,44183.57,15769.72,789.27,36,42911.95,15006.9,775.14,54.8,8
221,Loja do Cerrado,Sobradinho,Comércio,ME,Feminino,68,Finanças,Implementação de fluxo de caixa semanal,2024-11-24,2025-05-25,1,10875.55,8069.69,2805.86,2,14039.15,9684.24,2177.45,84.8,8
222,Empório do Planalto,Ceilândia,Comércio,EPP,Feminino,41,Operações,Implementação de controle de estoque,2025-12-19,2026-06-19,47,43198.71,26363.99,358.19,47,47581.89,28261.06,411.08,60.9,9
223,Papelaria Alvorada,Samambaia,Comércio,EPP,Masculino,38,Pessoas,Capacitação em liderança para o(a) proprietário(a),2024-06-27,2024-12-26,38,48279.04,31587.93,439.24,38,54896.91,33702.76,557.74,76.9,7
